hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","all feminists are LGBTQ, all LGBTQ people are feminists",ገረድ,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",women’s rights defenders are LGBTQ+ right defenders,ጋለሞታ,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",spreading the gay agenda,ሜካፓም,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","Feminist women are ugly, man-hating, and anti-religion",ሴታሴት,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",spread Western values and destroy culture,ገረድ,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",illuminati agents,ኢሉሚናቲ የሚያስፋፉ,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",Women’s rights movements and feminists are extremists that hate men and want to destroy religion and culture,,Nadhittii,,
Gender,,"According to CIR workshop participants, abusive accounts commonly ask for sexual favours including refering directly to fetishes.",slutty,ሻፋዳ,kaafattuu,,
Gender,,,,,Kaafataa,,
Gender,,,,,halalee,,
Gender,,"According to CIR workshop participants, when used for men, this term isn't considered problematic, for women it is seen as sinful. ",flirty,ሻፋዳ,Halalee,ሻፋዲ,
Gender,,"According to CIR workshop participants, when used for men, this term isn't considered problematic, for women it is seen as sinful. ",erotic,,sakaraantuu,,
Gender,,"According to CIR workshop participants, when used for men, this term isn't considered problematic, for women it is seen as sinful. ",sensual,,Miriixee,,
Gender,,"According to CIR workshop participants, when used for men, this term isn't considered problematic, for women it is seen as sinful. ",spicy,,Qerqerree,,
Gender,,"According to CIR workshop participants, when used for men, this term isn't considered problematic, for women it is seen as sinful. ",floozy,ቁሌታም,Qerqerree,ቀሊል፣ ፈሽኳል,
