hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",feminist,?????,Feeministii,?????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",feminazi ,,Nadhoo,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","Feminists are western, out of culture and religious values",?????? ????? ??? ??????? ??????? ??? ???,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",Women’s rights defenders are destroying religion and family,????? ???? ????? ?????? ???? ???? ??,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","going against religion, tradition, and Ethiopianism",?? ??,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","all feminists are LGBTQ, all LGBTQ people are feminists",???,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",women’s rights defenders are LGBTQ+ right defenders,????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",spreading the gay agenda,????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ","Feminist women are ugly, man-hating, and anti-religion",????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",spread Western values and destroy culture,???,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",illuminati agents,????? ??????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, the term feminist or feminism is often weaponised to discredit outspoken women, with feminism itself portrayed as something negative or “evil.” Feminist activists are frequently depicted as “man-hating,” “against culture and religion,” “ugly,” “unwanted,” or “resentful.” Such labels are used to delegitimise their activism, justify victim-blaming, and silence survivors. The term “feminazi” and similar slurs are commonly deployed to equate gender activism with extremism, dismissing legitimate advocacy as fanatical or dangerous. By framing feminists as irrational, unfeminine, or culturally deviant, abusers seek to erode public sympathy and prevent solidarity around women’s rights. Feminists are also often linked with LGBTQ+ rights, framing feminism as foreign or immoral, painting gender equality as an attack on social cohesion rather than a pursuit of justice. Such rhetoric reinforces stigma against both feminists and LGBTQ+ individuals, using fear and disgust to marginalise anyone challenging gender hierarchies. ",Women’s rights movements and feminists are extremists that hate men and want to destroy religion and culture,,Nadhittii,,,,,,,,,,,,,,,,,,,,,,
